BuffDetail表格,,,,,,,,,,,,,,,,,,,,,,
Both,,,,,,,,,,,,,,,,,,,,,,
ID,VariableName,VariableComment,BuffTypeID,Name,Description,BuffTime,Param0,ParamDesc0,Param1,ParamDesc1,Param2,ParamDesc2,Param3,ParamDesc3,Param4,ParamDesc4,Param5,ParamDesc5,Param6,ParamDesc6,Param7,ParamDesc7
367,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到火炮塔的效果,-1,30,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
368,,,9,命中敌人时触发,3级红宝石镶嵌到火炮塔的效果,-1,369,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
369,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到火炮塔的效果,-1,50,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
370,,,9,命中敌人时触发,4级红宝石镶嵌到火炮塔的效果,-1,371,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
371,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到火炮塔的效果,-1,80,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
372,,,9,命中敌人时触发,5级红宝石镶嵌到火炮塔的效果,-1,373,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
373,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到火炮塔的效果,-1,120,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
374,,,9,命中敌人时触发,1级绿宝石镶嵌到火炮塔的效果,-1,375,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
375,,,3,中毒,1级绿宝石镶嵌到火炮塔的效果,5,4,叠加层数,2003,特效ID,,,,,,,,,,,,
376,,,9,命中敌人时触发,2级绿宝石镶嵌到火炮塔的效果,-1,377,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
377,,,3,中毒,2级绿宝石镶嵌到火炮塔的效果,5,6,叠加层数,2003,特效ID,,,,,,,,,,,,
378,,,9,命中敌人时触发,3级绿宝石镶嵌到火炮塔的效果,-1,379,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
379,,,3,中毒,3级绿宝石镶嵌到火炮塔的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
380,,,9,命中敌人时触发,4级绿宝石镶嵌到火炮塔的效果,-1,381,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
381,,,3,中毒,4级绿宝石镶嵌到火炮塔的效果,5,24,叠加层数,2003,特效ID,,,,,,,,,,,,
382,,,9,命中敌人时触发,5级绿宝石镶嵌到火炮塔的效果,-1,383,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
383,,,3,中毒,5级绿宝石镶嵌到火炮塔的效果,5,30,叠加层数,2003,特效ID,,,,,,,,,,,,
384,,,9,命中敌人时触发,1级蓝宝石镶嵌到火炮塔的效果,-1,385,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
385,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到火炮塔的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
386,,,9,命中敌人时触发,2级蓝宝石镶嵌到火炮塔的效果,-1,387,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
387,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到火炮塔的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
388,,,9,命中敌人时触发,3级蓝宝石镶嵌到火炮塔的效果,-1,389,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
389,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到火炮塔的效果,3,0.18,减速百分比,2004,特效ID,,,,,,,,,,,,
390,,,9,命中敌人时触发,4级蓝宝石镶嵌到火炮塔的效果,-1,391,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
391,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到火炮塔的效果,3,0.2,减速百分比,2004,特效ID,,,,,,,,,,,,
392,,,9,命中敌人时触发,5级蓝宝石镶嵌到火炮塔的效果,-1,393,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
393,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到火炮塔的效果,3,0.23,减速百分比,2004,特效ID,,,,,,,,,,,,
394,,,9,命中敌人时触发,1级紫宝石镶嵌到火炮塔的效果,-1,395,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1000,触发万分比,,,,,,
395,,,98,感电,1级紫宝石镶嵌到火炮塔的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
396,,,9,命中敌人时触发,2级紫宝石镶嵌到火炮塔的效果,-1,397,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1200,触发万分比,,,,,,
397,,,98,感电,2级紫宝石镶嵌到火炮塔的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
398,,,9,命中敌人时触发,3级紫宝石镶嵌到火炮塔的效果,-1,399,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1400,触发万分比,,,,,,
399,,,98,感电,3级紫宝石镶嵌到火炮塔的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
400,,,9,命中敌人时触发,4级紫宝石镶嵌到火炮塔的效果,-1,401,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1800,触发万分比,,,,,,
401,,,98,感电,4级紫宝石镶嵌到火炮塔的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
402,,,9,命中敌人时触发,5级紫宝石镶嵌到火炮塔的效果,-1,403,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1800,触发万分比,,,,,,
403,,,98,感电,5级紫宝石镶嵌到火炮塔的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
406,,,9,命中敌人时触发,2级红宝石镶嵌到球形飞弹塔的效果,-1,407,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
407,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到球形飞弹塔的效果,-1,30,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
408,,,9,命中敌人时触发,3级红宝石镶嵌到球形飞弹塔的效果,-1,409,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
409,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到球形飞弹塔的效果,-1,50,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
410,,,9,命中敌人时触发,4级红宝石镶嵌到球形飞弹塔的效果,-1,411,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
411,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到球形飞弹塔的效果,-1,80,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
412,,,9,命中敌人时触发,5级红宝石镶嵌到球形飞弹塔的效果,-1,413,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
413,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到球形飞弹塔的效果,-1,120,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
414,,,9,命中敌人时触发,1级绿宝石镶嵌到球形飞弹塔的效果,-1,415,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
415,,,3,中毒,1级绿宝石镶嵌到球形飞弹塔的效果,5,4,叠加层数,2003,特效ID,,,,,,,,,,,,
416,,,9,命中敌人时触发,2级绿宝石镶嵌到球形飞弹塔的效果,-1,417,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
417,,,3,中毒,2级绿宝石镶嵌到球形飞弹塔的效果,5,6,叠加层数,2003,特效ID,,,,,,,,,,,,
418,,,9,命中敌人时触发,3级绿宝石镶嵌到球形飞弹塔的效果,-1,419,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
419,,,3,中毒,3级绿宝石镶嵌到球形飞弹塔的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
420,,,9,命中敌人时触发,4级绿宝石镶嵌到球形飞弹塔的效果,-1,421,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
421,,,3,中毒,4级绿宝石镶嵌到球形飞弹塔的效果,5,24,叠加层数,2003,特效ID,,,,,,,,,,,,
422,,,9,命中敌人时触发,5级绿宝石镶嵌到球形飞弹塔的效果,-1,423,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
423,,,3,中毒,5级绿宝石镶嵌到球形飞弹塔的效果,5,30,叠加层数,2003,特效ID,,,,,,,,,,,,
424,,,9,命中敌人时触发,1级蓝宝石镶嵌到球形飞弹塔的效果,-1,425,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
425,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到球形飞弹塔的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
426,,,9,命中敌人时触发,2级蓝宝石镶嵌到球形飞弹塔的效果,-1,427,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
427,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到球形飞弹塔的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
428,,,9,命中敌人时触发,3级蓝宝石镶嵌到球形飞弹塔的效果,-1,429,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
429,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到球形飞弹塔的效果,3,0.18,减速百分比,2004,特效ID,,,,,,,,,,,,
430,,,9,命中敌人时触发,4级蓝宝石镶嵌到球形飞弹塔的效果,-1,431,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
431,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到球形飞弹塔的效果,3,0.2,减速百分比,2004,特效ID,,,,,,,,,,,,
432,,,9,命中敌人时触发,5级蓝宝石镶嵌到球形飞弹塔的效果,-1,433,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
433,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到球形飞弹塔的效果,3,0.23,减速百分比,2004,特效ID,,,,,,,,,,,,
434,,,9,命中敌人时触发,1级紫宝石镶嵌到球形飞弹塔的效果,-1,435,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,800,触发万分比,,,,,,
435,,,98,感电,1级紫宝石镶嵌到球形飞弹塔的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
436,,,9,命中敌人时触发,2级紫宝石镶嵌到球形飞弹塔的效果,-1,437,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1000,触发万分比,,,,,,
437,,,98,感电,2级紫宝石镶嵌到球形飞弹塔的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
438,,,9,命中敌人时触发,3级紫宝石镶嵌到球形飞弹塔的效果,-1,439,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1500,触发万分比,,,,,,
439,,,98,感电,3级紫宝石镶嵌到球形飞弹塔的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
440,,,9,命中敌人时触发,4级紫宝石镶嵌到球形飞弹塔的效果,-1,441,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2000,触发万分比,,,,,,
441,,,98,感电,4级紫宝石镶嵌到球形飞弹塔的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
442,,,9,命中敌人时触发,5级紫宝石镶嵌到球形飞弹塔的效果,-1,443,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2200,触发万分比,,,,,,
443,,,98,感电,5级紫宝石镶嵌到球形飞弹塔的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
446,,,9,命中敌人时触发,2级红宝石镶嵌到霰弹塔的效果,-1,447,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
447,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到霰弹塔的效果,-1,30,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
448,,,9,命中敌人时触发,3级红宝石镶嵌到霰弹塔的效果,-1,449,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
449,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到霰弹塔的效果,-1,50,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
450,,,9,命中敌人时触发,4级红宝石镶嵌到霰弹塔的效果,-1,451,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
451,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到霰弹塔的效果,-1,80,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
452,,,9,命中敌人时触发,5级红宝石镶嵌到霰弹塔的效果,-1,453,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
453,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到霰弹塔的效果,-1,120,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
454,,,9,命中敌人时触发,1级绿宝石镶嵌到霰弹塔的效果,-1,455,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
455,,,3,中毒,1级绿宝石镶嵌到霰弹塔的效果,5,4,叠加层数,2003,特效ID,,,,,,,,,,,,
456,,,9,命中敌人时触发,2级绿宝石镶嵌到霰弹塔的效果,-1,457,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
457,,,3,中毒,2级绿宝石镶嵌到霰弹塔的效果,5,6,叠加层数,2003,特效ID,,,,,,,,,,,,
458,,,9,命中敌人时触发,3级绿宝石镶嵌到霰弹塔的效果,-1,459,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
459,,,3,中毒,3级绿宝石镶嵌到霰弹塔的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
460,,,9,命中敌人时触发,4级绿宝石镶嵌到霰弹塔的效果,-1,461,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
461,,,3,中毒,4级绿宝石镶嵌到霰弹塔的效果,5,24,叠加层数,2003,特效ID,,,,,,,,,,,,
462,,,9,命中敌人时触发,5级绿宝石镶嵌到霰弹塔的效果,-1,463,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
463,,,3,中毒,5级绿宝石镶嵌到霰弹塔的效果,5,30,叠加层数,2003,特效ID,,,,,,,,,,,,
464,,,9,命中敌人时触发,1级蓝宝石镶嵌到霰弹塔的效果,-1,465,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
465,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到霰弹塔的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
466,,,9,命中敌人时触发,2级蓝宝石镶嵌到霰弹塔的效果,-1,467,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
467,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到霰弹塔的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
468,,,9,命中敌人时触发,3级蓝宝石镶嵌到霰弹塔的效果,-1,469,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
469,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到霰弹塔的效果,3,0.18,减速百分比,2004,特效ID,,,,,,,,,,,,
470,,,9,命中敌人时触发,4级蓝宝石镶嵌到霰弹塔的效果,-1,471,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
471,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到霰弹塔的效果,3,0.2,减速百分比,2004,特效ID,,,,,,,,,,,,
472,,,9,命中敌人时触发,5级蓝宝石镶嵌到霰弹塔的效果,-1,473,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
473,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到霰弹塔的效果,3,0.23,减速百分比,2004,特效ID,,,,,,,,,,,,
474,,,9,命中敌人时触发,1级紫宝石镶嵌到霰弹塔的效果,-1,475,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,800,触发万分比,,,,,,
475,,,98,感电,1级紫宝石镶嵌到霰弹塔的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
476,,,9,命中敌人时触发,2级紫宝石镶嵌到霰弹塔的效果,-1,477,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1000,触发万分比,,,,,,
477,,,98,感电,2级紫宝石镶嵌到霰弹塔的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
478,,,9,命中敌人时触发,3级紫宝石镶嵌到霰弹塔的效果,-1,479,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1500,触发万分比,,,,,,
479,,,98,感电,3级紫宝石镶嵌到霰弹塔的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
480,,,9,命中敌人时触发,4级紫宝石镶嵌到霰弹塔的效果,-1,481,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2000,触发万分比,,,,,,
481,,,98,感电,4级紫宝石镶嵌到霰弹塔的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
482,,,9,命中敌人时触发,5级紫宝石镶嵌到霰弹塔的效果,-1,483,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2200,触发万分比,,,,,,
483,,,98,感电,5级紫宝石镶嵌到霰弹塔的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
486,,,9,命中敌人时触发,2级红宝石镶嵌到天空之矛的效果,-1,487,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
487,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到天空之矛的效果,-1,60,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
488,,,9,命中敌人时触发,3级红宝石镶嵌到天空之矛的效果,-1,489,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
489,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到天空之矛的效果,-1,100,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
490,,,9,命中敌人时触发,4级红宝石镶嵌到天空之矛的效果,-1,491,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
491,,,36,伤害递减的燃烧伤害,4级红宝石镶嵌到天空之矛的效果,-1,80,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
492,,,9,命中敌人时触发,5级红宝石镶嵌到天空之矛的效果,-1,493,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
493,,,36,伤害递减的燃烧伤害,5级红宝石镶嵌到天空之矛的效果,-1,120,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
494,,,9,命中敌人时触发,1级绿宝石镶嵌到天空之矛的效果,-1,495,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
495,,,3,中毒,1级绿宝石镶嵌到天空之矛的效果,5,8,叠加层数,2003,特效ID,,,,,,,,,,,,
496,,,9,命中敌人时触发,2级绿宝石镶嵌到天空之矛的效果,-1,497,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
497,,,3,中毒,2级绿宝石镶嵌到天空之矛的效果,5,12,叠加层数,2003,特效ID,,,,,,,,,,,,
498,,,9,命中敌人时触发,3级绿宝石镶嵌到天空之矛的效果,-1,499,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
499,,,3,中毒,3级绿宝石镶嵌到天空之矛的效果,5,24,叠加层数,2003,特效ID,,,,,,,,,,,,
500,,,9,命中敌人时触发,4级绿宝石镶嵌到天空之矛的效果,-1,501,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
501,,,3,中毒,4级绿宝石镶嵌到天空之矛的效果,5,36,叠加层数,2003,特效ID,,,,,,,,,,,,
502,,,9,命中敌人时触发,5级绿宝石镶嵌到天空之矛的效果,-1,503,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
503,,,3,中毒,5级绿宝石镶嵌到天空之矛的效果,5,45,叠加层数,2003,特效ID,,,,,,,,,,,,
504,,,9,命中敌人时触发,1级蓝宝石镶嵌到天空之矛的效果,-1,505,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
505,,,4,"百分比减速,固定百分比",1级蓝宝石镶嵌到天空之矛的效果,3,0.1,减速百分比,2004,特效ID,,,,,,,,,,,,
506,,,9,命中敌人时触发,2级蓝宝石镶嵌到天空之矛的效果,-1,507,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
507,,,4,"百分比减速,固定百分比",2级蓝宝石镶嵌到天空之矛的效果,3,0.15,减速百分比,2004,特效ID,,,,,,,,,,,,
508,,,9,命中敌人时触发,3级蓝宝石镶嵌到天空之矛的效果,-1,509,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
509,,,4,"百分比减速,固定百分比",3级蓝宝石镶嵌到天空之矛的效果,3,0.18,减速百分比,2004,特效ID,,,,,,,,,,,,
510,,,9,命中敌人时触发,4级蓝宝石镶嵌到天空之矛的效果,-1,511,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
511,,,4,"百分比减速,固定百分比",4级蓝宝石镶嵌到天空之矛的效果,3,0.2,减速百分比,2004,特效ID,,,,,,,,,,,,
512,,,9,命中敌人时触发,5级蓝宝石镶嵌到天空之矛的效果,-1,513,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
513,,,4,"百分比减速,固定百分比",5级蓝宝石镶嵌到天空之矛的效果,3,0.23,减速百分比,2004,特效ID,,,,,,,,,,,,
514,,,9,命中敌人时触发,1级紫宝石镶嵌到天空之矛的效果,-1,515,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1000,触发万分比,,,,,,
515,,,98,感电,1级紫宝石镶嵌到天空之矛的效果,3,0.12,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
516,,,9,命中敌人时触发,2级紫宝石镶嵌到天空之矛的效果,-1,517,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,1500,触发万分比,,,,,,
517,,,98,感电,2级紫宝石镶嵌到天空之矛的效果,3,0.2,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
518,,,9,命中敌人时触发,3级紫宝石镶嵌到天空之矛的效果,-1,519,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2000,触发万分比,,,,,,
519,,,98,感电,3级紫宝石镶嵌到天空之矛的效果,3,0.3,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
520,,,9,命中敌人时触发,4级紫宝石镶嵌到天空之矛的效果,-1,521,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2000,触发万分比,,,,,,
521,,,98,感电,4级紫宝石镶嵌到天空之矛的效果,3,0.45,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
522,,,9,命中敌人时触发,5级紫宝石镶嵌到天空之矛的效果,-1,523,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,2500,触发万分比,,,,,,
523,,,98,感电,5级紫宝石镶嵌到天空之矛的效果,3,0.6,附加伤害百分比,2098,特效ID,,,,,,,,,,,,
526,,,9,命中敌人时触发,2级红宝石镶嵌到飞镖发射器的效果,-1,527,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
527,,,36,伤害递减的燃烧伤害,2级红宝石镶嵌到飞镖发射器的效果,-1,10,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
528,,,9,命中敌人时触发,3级红宝石镶嵌到飞镖发射器的效果,-1,529,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
529,,,36,伤害递减的燃烧伤害,3级红宝石镶嵌到飞镖发射器的效果,-1,20,叠加的燃烧伤害值固定值,0,"叠加的燃烧伤害值百分比,塔攻击力的百分比",1,伤害间隔,0.7,"递减比例,首次附加时有效",2036,特效ID,,,,,,
530,,,9,命中敌人时触发,4级红宝石镶嵌到飞镖发射器的效果,-1,531,BuffID,0,最大叠加次数,1,是否附加给被命中目标,0,触发CD,10000,触发万分比,,,,,,
