TowerSkill表格,,,,,,,,,,,,,,,,
Both,,,,,,,,,,,,,,,,
ID,VariableName,VariableComment,Name,Bullet,FireTime,FireEffect,FireAnimation,FireSound,CD,ClearTarget,SearchTarget,EnemyType,Param0,ParamDesc0,Param1,ParamDesc1
3205,TOU_SHI_JI_3_BLUE,三星投石机蓝宝石,三星投石机蓝宝石,32051,0,0,,3011,3.1,0,0,1,3,寻敌最小范围,,
4002,XIANG_QIAN_1_PURPLE_1,一星镶嵌塔一星紫宝石,一星镶嵌塔一星紫宝石,40021,0,0,,3044,3.8,0,1,3,,,,
4003,XIANG_QIAN_1_RED,一星镶嵌塔红宝石,一星镶嵌塔红宝石,40031,0,0,,3035,2.8,0,1,3,,,,
4004,XIANG_QIAN_1_GREEN,一星镶嵌塔绿宝石,一星镶嵌塔绿宝石,40041,0,0,,3041,2.9,0,1,3,,,,
4005,XIANG_QIAN_1_BLUE,一星镶嵌塔蓝宝石,一星镶嵌塔蓝宝石,40051,0,0,,3038,2.7,0,1,3,,,,
4012,XIANG_QIAN_1_PURPLE_2,一星镶嵌塔二星紫宝石,一星镶嵌塔二星紫宝石,40121,0,0,,3044,3.7,0,1,3,,,,
4022,XIANG_QIAN_1_PURPLE_3,一星镶嵌塔三星紫宝石,一星镶嵌塔三星紫宝石,40221,0,0,,3044,3.6,0,1,3,,,,
4032,XIANG_QIAN_1_PURPLE_4,一星镶嵌塔四星紫宝石,一星镶嵌塔四星紫宝石,40321,0,0,,3044,3.5,0,1,3,,,,
4042,XIANG_QIAN_1_PURPLE_5,一星镶嵌塔五星紫宝石,一星镶嵌塔五星紫宝石,40421,0,0,,3044,3.4,0,1,3,,,,
4102,XIANG_QIAN_2_PURPLE_1,二星镶嵌塔一星紫宝石,二星镶嵌塔一星紫宝石,41021,0,0,,3044,3.7,0,1,3,,,,
4103,XIANG_QIAN_2_RED,二星镶嵌塔红宝石,二星镶嵌塔红宝石,41031,0,0,,3035,2.8,0,1,3,,,,
4104,XIANG_QIAN_2_GREEN,二星镶嵌塔绿宝石,二星镶嵌塔绿宝石,41041,0,0,,3041,2.9,0,1,3,,,,
4105,XIANG_QIAN_2_BLUE,二星镶嵌塔蓝宝石,二星镶嵌塔蓝宝石,41051,0,0,,3038,2.7,0,1,3,,,,
4112,XIANG_QIAN_2_PURPLE_2,二星镶嵌塔二星紫宝石,二星镶嵌塔二星紫宝石,41121,0,0,,3044,3.6,0,1,3,,,,
4122,XIANG_QIAN_2_PURPLE_3,二星镶嵌塔三星紫宝石,二星镶嵌塔三星紫宝石,41221,0,0,,3044,3.5,0,1,3,,,,
4132,XIANG_QIAN_2_PURPLE_4,二星镶嵌塔四星紫宝石,二星镶嵌塔四星紫宝石,41321,0,0,,3044,3.4,0,1,3,,,,
4142,XIANG_QIAN_2_PURPLE_5,二星镶嵌塔五星紫宝石,二星镶嵌塔五星紫宝石,41421,0,0,,3044,3.3,0,1,3,,,,
4202,XIANG_QIAN_3_PURPLE_1,三星镶嵌塔一星紫宝石,三星镶嵌塔一星紫宝石,42021,0,0,,3044,3.6,0,1,3,,,,
4203,XIANG_QIAN_3_RED,三星镶嵌塔红宝石,三星镶嵌塔红宝石,42031,0,0,,3035,2.8,0,1,3,,,,
4204,XIANG_QIAN_3_GREEN,三星镶嵌塔绿宝石,三星镶嵌塔绿宝石,42041,0,0,,3041,2.9,0,1,3,,,,
4205,XIANG_QIAN_3_BLUE,三星镶嵌塔蓝宝石,三星镶嵌塔蓝宝石,42051,0,0,,3038,2.7,0,1,3,,,,
4212,XIANG_QIAN_3_PURPLE_2,三星镶嵌塔二星紫宝石,三星镶嵌塔二星紫宝石,42121,0,0,,3044,3.5,0,1,3,,,,
4222,XIANG_QIAN_3_PURPLE_3,三星镶嵌塔三星紫宝石,三星镶嵌塔三星紫宝石,42221,0,0,,3044,3.4,0,1,3,,,,
4232,XIANG_QIAN_3_PURPLE_4,三星镶嵌塔四星紫宝石,三星镶嵌塔四星紫宝石,42321,0,0,,3044,3.3,0,1,3,,,,
4242,XIANG_QIAN_3_PURPLE_5,三星镶嵌塔五星紫宝石,三星镶嵌塔五星紫宝石,42421,0,0,,3044,3.2,0,1,3,,,,
